name,date,value
SSR RSI Smoothed,2017-03-07,50.23902124306622
SSR RSI Smoothed,2017-03-08,49.59114759321085
SSR RSI Smoothed,2017-03-09,49.05729715395255
SSR RSI Smoothed,2017-03-10,48.456403029523024
SSR RSI Smoothed,2017-03-11,48.04130994245368
SSR RSI Smoothed,2017-03-12,47.75078390313985
SSR RSI Smoothed,2017-03-13,47.49043932928809
SSR RSI Smoothed,2017-03-14,47.25965050629379
SSR RSI Smoothed,2017-03-15,47.06897362769293
SSR RSI Smoothed,2017-03-16,46.775467129601324
SSR RSI Smoothed,2017-03-17,46.162606653135676
SSR RSI Smoothed,2017-03-18,45.51254155460541
SSR RSI Smoothed,2017-03-19,44.97923553726889
SSR RSI Smoothed,2017-03-20,44.496065810114814
SSR RSI Smoothed,2017-03-21,44.15322027412736
SSR RSI Smoothed,2017-03-22,43.76734315906176
SSR RSI Smoothed,2017-03-23,43.38896155588769
SSR RSI Smoothed,2017-03-24,42.953635621325525
SSR RSI Smoothed,2017-03-25,42.60069632400423
SSR RSI Smoothed,2017-03-26,42.25681891216193
SSR RSI Smoothed,2017-03-27,42.08563030618888
SSR RSI Smoothed,2017-03-28,41.93225676367294
SSR RSI Smoothed,2017-03-29,41.596017320818646
SSR RSI Smoothed,2017-03-30,41.2744503806568
SSR RSI Smoothed,2017-03-31,41.04466430444414
SSR RSI Smoothed,2017-04-01,40.84358193309279
SSR RSI Smoothed,2017-04-02,40.686676513840816
SSR RSI Smoothed,2017-04-03,40.616119356407786
SSR RSI Smoothed,2017-04-04,40.55206876895897
SSR RSI Smoothed,2017-04-05,40.488593574657635
SSR RSI Smoothed,2017-04-06,40.55930549485299
SSR RSI Smoothed,2017-04-07,40.63305524826646
SSR RSI Smoothed,2017-04-08,40.70129342155121
SSR RSI Smoothed,2017-04-09,40.84656875626736
SSR RSI Smoothed,2017-04-10,40.995384130748576
SSR RSI Smoothed,2017-04-11,41.197308554817695
SSR RSI Smoothed,2017-04-12,41.37438836468061
SSR RSI Smoothed,2017-04-13,41.45830197446241
SSR RSI Smoothed,2017-04-14,41.560560471839146
SSR RSI Smoothed,2017-04-15,41.6801538394924
SSR RSI Smoothed,2017-04-16,41.80779668003814
SSR RSI Smoothed,2017-04-17,42.01011220521678
SSR RSI Smoothed,2017-04-18,41.81066163395219
SSR RSI Smoothed,2017-04-19,41.65450166275241
SSR RSI Smoothed,2017-04-20,41.59369934872909
SSR RSI Smoothed,2017-04-21,41.584510355647886
SSR RSI Smoothed,2017-04-22,41.58265867665142
SSR RSI Smoothed,2017-04-23,41.620255863071954
SSR RSI Smoothed,2017-04-24,41.69991406506974
SSR RSI Smoothed,2017-04-25,41.869598991486974
SSR RSI Smoothed,2017-04-26,42.10603530319642
SSR RSI Smoothed,2017-04-27,42.49480662905203
SSR RSI Smoothed,2017-04-28,42.89624450528355
SSR RSI Smoothed,2017-04-29,43.33276642693165
SSR RSI Smoothed,2017-04-30,43.84070788913799
SSR RSI Smoothed,2017-05-01,44.48033798181847
SSR RSI Smoothed,2017-05-02,45.17245026081559
SSR RSI Smoothed,2017-05-03,45.95922141621618
SSR RSI Smoothed,2017-05-04,46.76929836229579
SSR RSI Smoothed,2017-05-05,47.546993922714734
SSR RSI Smoothed,2017-05-06,48.385046268345114
SSR RSI Smoothed,2017-05-07,49.01943188295299
SSR RSI Smoothed,2017-05-08,49.87226862819933
SSR RSI Smoothed,2017-05-09,50.744687270395545
SSR RSI Smoothed,2017-05-10,51.65882990522716
SSR RSI Smoothed,2017-05-11,52.59641300604356
SSR RSI Smoothed,2017-05-12,53.095507389861496
SSR RSI Smoothed,2017-05-13,53.679470557629045
SSR RSI Smoothed,2017-05-14,54.273469166573186
SSR RSI Smoothed,2017-05-15,54.70619918784868
SSR RSI Smoothed,2017-05-16,55.166236059475295
SSR RSI Smoothed,2017-05-17,55.690353982379385
SSR RSI Smoothed,2017-05-18,56.30128830012183
SSR RSI Smoothed,2017-05-19,56.969461277035904
SSR RSI Smoothed,2017-05-20,57.68839259130402
SSR RSI Smoothed,2017-05-21,58.39352030894495
SSR RSI Smoothed,2017-05-22,59.11065220453359
SSR RSI Smoothed,2017-05-23,59.91526529893342
SSR RSI Smoothed,2017-05-24,60.295525202980706
SSR RSI Smoothed,2017-05-25,60.116062601223504
SSR RSI Smoothed,2017-05-26,59.55864617647427
SSR RSI Smoothed,2017-05-27,58.77586677682421
SSR RSI Smoothed,2017-05-28,58.13832608142077
SSR RSI Smoothed,2017-05-29,57.565980542244674
SSR RSI Smoothed,2017-05-30,56.97093015420442
SSR RSI Smoothed,2017-05-31,56.491169398780556
SSR RSI Smoothed,2017-06-01,56.101600531873196
SSR RSI Smoothed,2017-06-02,55.78638285774282
SSR RSI Smoothed,2017-06-03,55.5381891829783
SSR RSI Smoothed,2017-06-04,55.29468317131418
SSR RSI Smoothed,2017-06-05,55.1808106472664
SSR RSI Smoothed,2017-06-06,54.946356599327586
SSR RSI Smoothed,2017-06-07,54.643677483042104
SSR RSI Smoothed,2017-06-08,54.42659764703575
SSR RSI Smoothed,2017-06-09,54.232910908906916
SSR RSI Smoothed,2017-06-10,54.13577663646582
SSR RSI Smoothed,2017-06-11,54.09590255212897
SSR RSI Smoothed,2017-06-12,53.86607238583645
SSR RSI Smoothed,2017-06-13,53.690029394420975
SSR RSI Smoothed,2017-06-14,53.36952514077882
SSR RSI Smoothed,2017-06-15,53.05103012799077
SSR RSI Smoothed,2017-06-16,52.617774570112644
SSR RSI Smoothed,2017-06-17,52.34611985902903
SSR RSI Smoothed,2017-06-18,52.01790707613679
SSR RSI Smoothed,2017-06-19,51.77994133676216
SSR RSI Smoothed,2017-06-20,51.67271875290399
SSR RSI Smoothed,2017-06-21,51.524815367876556
SSR RSI Smoothed,2017-06-22,51.438139403446755
SSR RSI Smoothed,2017-06-23,51.37479493737553
SSR RSI Smoothed,2017-06-24,51.0598109993727
SSR RSI Smoothed,2017-06-25,50.73424692332633
SSR RSI Smoothed,2017-06-26,50.234000988437785
SSR RSI Smoothed,2017-06-27,49.685006516362535
SSR RSI Smoothed,2017-06-28,49.19416037676057
SSR RSI Smoothed,2017-06-29,48.72313686375622
SSR RSI Smoothed,2017-06-30,48.24416891832837
SSR RSI Smoothed,2017-07-01,47.774980501214635
SSR RSI Smoothed,2017-07-02,47.43753007103248
SSR RSI Smoothed,2017-07-03,47.16537227700798
SSR RSI Smoothed,2017-07-04,46.97135310163355
SSR RSI Smoothed,2017-07-05,46.82071552662722
SSR RSI Smoothed,2017-07-06,46.70210407357415
SSR RSI Smoothed,2017-07-07,46.53421148549372
SSR RSI Smoothed,2017-07-08,46.466119146738514
SSR RSI Smoothed,2017-07-09,46.39115976707409
SSR RSI Smoothed,2017-07-10,46.03401982742362
SSR RSI Smoothed,2017-07-11,45.72673363593055
SSR RSI Smoothed,2017-07-12,45.52580570512147
SSR RSI Smoothed,2017-07-13,45.216704342748045
SSR RSI Smoothed,2017-07-14,44.87020373920106
SSR RSI Smoothed,2017-07-15,44.44145411974622
SSR RSI Smoothed,2017-07-16,44.00615085891748
SSR RSI Smoothed,2017-07-17,43.93913448027449
SSR RSI Smoothed,2017-07-18,43.836181515452274
SSR RSI Smoothed,2017-07-19,43.72745438817814
SSR RSI Smoothed,2017-07-20,44.07420150800181
SSR RSI Smoothed,2017-07-21,44.327414702708445
SSR RSI Smoothed,2017-07-22,44.69907354225297
SSR RSI Smoothed,2017-07-23,45.03849016378153
SSR RSI Smoothed,2017-07-24,45.387300125375376
SSR RSI Smoothed,2017-07-25,45.57980644199543
SSR RSI Smoothed,2017-07-26,45.7558455217785
SSR RSI Smoothed,2017-07-27,46.05459616315529
SSR RSI Smoothed,2017-07-28,46.451355258457546
SSR RSI Smoothed,2017-07-29,46.775749275073764
SSR RSI Smoothed,2017-07-30,47.1381796767913
SSR RSI Smoothed,2017-07-31,47.58595357469213
SSR RSI Smoothed,2017-08-01,47.899251082606
SSR RSI Smoothed,2017-08-02,48.18822922061319
SSR RSI Smoothed,2017-08-03,48.56675679139029
SSR RSI Smoothed,2017-08-04,49.00528486804278
SSR RSI Smoothed,2017-08-05,49.669646959247046
SSR RSI Smoothed,2017-08-06,50.32592167068716
SSR RSI Smoothed,2017-08-07,51.05342011771157
SSR RSI Smoothed,2017-08-08,51.78819864831154
SSR RSI Smoothed,2017-08-09,52.439622773684356
SSR RSI Smoothed,2017-08-10,53.13151255354366
SSR RSI Smoothed,2017-08-11,53.90858459582233
SSR RSI Smoothed,2017-08-12,54.742936986501704
SSR RSI Smoothed,2017-08-13,55.61478970727996
SSR RSI Smoothed,2017-08-14,56.523304791403554
SSR RSI Smoothed,2017-08-15,57.27520122791464
SSR RSI Smoothed,2017-08-16,58.06722986662976
SSR RSI Smoothed,2017-08-17,58.82119018752928
SSR RSI Smoothed,2017-08-18,59.353417464032354
SSR RSI Smoothed,2017-08-19,59.897620021130564
SSR RSI Smoothed,2017-08-20,60.36046320147266
SSR RSI Smoothed,2017-08-21,60.71984300767732
SSR RSI Smoothed,2017-08-22,61.12019043131343
SSR RSI Smoothed,2017-08-23,61.55425913720942
SSR RSI Smoothed,2017-08-24,62.05974422996826
SSR RSI Smoothed,2017-08-25,62.571033390792216
SSR RSI Smoothed,2017-08-26,63.07419961437753
SSR RSI Smoothed,2017-08-27,63.57568961870844
SSR RSI Smoothed,2017-08-28,64.08788285181797
SSR RSI Smoothed,2017-08-29,64.67440255063242
SSR RSI Smoothed,2017-08-30,65.24855468641816
SSR RSI Smoothed,2017-08-31,65.86144552566697
SSR RSI Smoothed,2017-09-01,66.50851575197049
SSR RSI Smoothed,2017-09-02,66.42638254370088
SSR RSI Smoothed,2017-09-03,66.13689325024777
SSR RSI Smoothed,2017-09-04,65.55418726633454
SSR RSI Smoothed,2017-09-05,65.05236079633575
SSR RSI Smoothed,2017-09-06,64.66820671343038
SSR RSI Smoothed,2017-09-07,64.17750473407064
SSR RSI Smoothed,2017-09-08,63.581340554329344
SSR RSI Smoothed,2017-09-09,63.019461414453886
SSR RSI Smoothed,2017-09-10,62.455929889097376
SSR RSI Smoothed,2017-09-11,61.90418563000025
SSR RSI Smoothed,2017-09-12,61.364105610493375
SSR RSI Smoothed,2017-09-13,60.70509605934144
SSR RSI Smoothed,2017-09-14,59.75335988159423
SSR RSI Smoothed,2017-09-15,59.143893498617395
SSR RSI Smoothed,2017-09-16,58.582130812113256
SSR RSI Smoothed,2017-09-17,58.062584913571406
SSR RSI Smoothed,2017-09-18,57.79434971862284
SSR RSI Smoothed,2017-09-19,57.48092213396691
SSR RSI Smoothed,2017-09-20,57.185997232913145
SSR RSI Smoothed,2017-09-21,56.77944805773095
SSR RSI Smoothed,2017-09-22,56.415848501259795
SSR RSI Smoothed,2017-09-23,56.18415983466023
SSR RSI Smoothed,2017-09-24,55.91625249390923
SSR RSI Smoothed,2017-09-25,55.827029082142445
SSR RSI Smoothed,2017-09-26,55.7388277011599
SSR RSI Smoothed,2017-09-27,55.849953051400746
SSR RSI Smoothed,2017-09-28,55.96453301188804
SSR RSI Smoothed,2017-09-29,56.076011086862664
SSR RSI Smoothed,2017-09-30,56.30194987020937
SSR RSI Smoothed,2017-10-01,56.56406506679279
SSR RSI Smoothed,2017-10-02,56.83825058027079
SSR RSI Smoothed,2017-10-03,57.040462977119226
SSR RSI Smoothed,2017-10-04,57.15900505395766
SSR RSI Smoothed,2017-10-05,57.351839992613904
SSR RSI Smoothed,2017-10-06,57.579676584578024
SSR RSI Smoothed,2017-10-07,57.85844360450947
SSR RSI Smoothed,2017-10-08,58.230248522398085
SSR RSI Smoothed,2017-10-09,58.68536343282987
SSR RSI Smoothed,2017-10-10,59.10030022613505
SSR RSI Smoothed,2017-10-11,59.54695179947783
SSR RSI Smoothed,2017-10-12,60.19112331590234
SSR RSI Smoothed,2017-10-13,60.87504140816882
SSR RSI Smoothed,2017-10-14,61.58002953645692
SSR RSI Smoothed,2017-10-15,62.166714491057974
SSR RSI Smoothed,2017-10-16,62.75641745546319
SSR RSI Smoothed,2017-10-17,63.15099574097237
SSR RSI Smoothed,2017-10-18,63.53656139744951
SSR RSI Smoothed,2017-10-19,63.96068240182909
SSR RSI Smoothed,2017-10-20,64.46681746537921
SSR RSI Smoothed,2017-10-21,64.97030360231545
SSR RSI Smoothed,2017-10-22,65.43438582070932
SSR RSI Smoothed,2017-10-23,65.76493725797012
SSR RSI Smoothed,2017-10-24,65.69438264072167
SSR RSI Smoothed,2017-10-25,65.74521464096588
SSR RSI Smoothed,2017-10-26,65.87560051689768
SSR RSI Smoothed,2017-10-27,65.8932393242234
SSR RSI Smoothed,2017-10-28,65.65133477827035
SSR RSI Smoothed,2017-10-29,65.62085796724733
SSR RSI Smoothed,2017-10-30,65.56196310709026
SSR RSI Smoothed,2017-10-31,65.63797220474024
SSR RSI Smoothed,2017-11-01,65.81892085887547
SSR RSI Smoothed,2017-11-02,66.09028374653909
SSR RSI Smoothed,2017-11-03,66.20479436760836
SSR RSI Smoothed,2017-11-04,66.38319628125701
SSR RSI Smoothed,2017-11-05,66.52648648331417
SSR RSI Smoothed,2017-11-06,66.40553597748809
SSR RSI Smoothed,2017-11-07,66.20620366970128
SSR RSI Smoothed,2017-11-08,66.04036860283026
SSR RSI Smoothed,2017-11-09,65.52429853036693
SSR RSI Smoothed,2017-11-10,64.84831769135599
SSR RSI Smoothed,2017-11-11,64.02119776217499
SSR RSI Smoothed,2017-11-12,63.10197567280864
SSR RSI Smoothed,2017-11-13,62.494790286430934
SSR RSI Smoothed,2017-11-14,61.939837851127095
SSR RSI Smoothed,2017-11-15,61.6282097040066
SSR RSI Smoothed,2017-11-16,61.4243276408035
SSR RSI Smoothed,2017-11-17,61.005538779365935
SSR RSI Smoothed,2017-11-18,60.6254239257043
SSR RSI Smoothed,2017-11-19,60.32651181201127
SSR RSI Smoothed,2017-11-20,60.11297046642772
SSR RSI Smoothed,2017-11-21,59.86235295606391
SSR RSI Smoothed,2017-11-22,59.674419583751884
SSR RSI Smoothed,2017-11-23,59.444412968289875
SSR RSI Smoothed,2017-11-24,59.28346440184847
SSR RSI Smoothed,2017-11-25,59.2876177222836
SSR RSI Smoothed,2017-11-26,59.37577547098648
SSR RSI Smoothed,2017-11-27,59.47567267112
SSR RSI Smoothed,2017-11-28,59.44411005012921
SSR RSI Smoothed,2017-11-29,59.28326468138927
SSR RSI Smoothed,2017-11-30,59.19433958412999
SSR RSI Smoothed,2017-12-01,59.239319834981075
SSR RSI Smoothed,2017-12-02,59.23437904384406
SSR RSI Smoothed,2017-12-03,59.30794661223073
SSR RSI Smoothed,2017-12-04,59.468418091820624
SSR RSI Smoothed,2017-12-05,59.67466098298444
SSR RSI Smoothed,2017-12-06,60.199517029775
SSR RSI Smoothed,2017-12-07,60.92008353144754
SSR RSI Smoothed,2017-12-08,61.4499657639853
SSR RSI Smoothed,2017-12-09,61.69846124215006
SSR RSI Smoothed,2017-12-10,61.98579240042149
SSR RSI Smoothed,2017-12-11,62.345418474185145
SSR RSI Smoothed,2017-12-12,62.73720080095617
SSR RSI Smoothed,2017-12-13,62.75486268208013
SSR RSI Smoothed,2017-12-14,62.49182344031664
SSR RSI Smoothed,2017-12-15,62.33776755977825
SSR RSI Smoothed,2017-12-16,62.20898705251037
SSR RSI Smoothed,2017-12-17,62.04013208509338
SSR RSI Smoothed,2017-12-18,61.8465013749185
SSR RSI Smoothed,2017-12-19,61.436779809173004
SSR RSI Smoothed,2017-12-20,60.88230977878364
SSR RSI Smoothed,2017-12-21,60.28552549655742
SSR RSI Smoothed,2017-12-22,59.614781955748846
SSR RSI Smoothed,2017-12-23,59.03921815561272
SSR RSI Smoothed,2017-12-24,58.41715637776548
SSR RSI Smoothed,2017-12-25,57.82596853537458
SSR RSI Smoothed,2017-12-26,57.45484460445544
SSR RSI Smoothed,2017-12-27,57.067835055506556
SSR RSI Smoothed,2017-12-28,56.552831342655246
SSR RSI Smoothed,2017-12-29,55.9978532028211
SSR RSI Smoothed,2017-12-30,55.354395203714596
SSR RSI Smoothed,2017-12-31,54.850210653194864
SSR RSI Smoothed,2018-01-01,54.33072309436503
SSR RSI Smoothed,2018-01-02,53.981552885879665
SSR RSI Smoothed,2018-01-03,53.67563045862924
SSR RSI Smoothed,2018-01-04,53.29915765177124
SSR RSI Smoothed,2018-01-05,53.13958002043868
SSR RSI Smoothed,2018-01-06,52.99891439692805
SSR RSI Smoothed,2018-01-07,52.78425907795952
SSR RSI Smoothed,2018-01-08,52.46631768260583
SSR RSI Smoothed,2018-01-09,52.114440143574406
SSR RSI Smoothed,2018-01-10,51.77660468538444
SSR RSI Smoothed,2018-01-11,51.328320683900266
SSR RSI Smoothed,2018-01-12,50.975707630227944
SSR RSI Smoothed,2018-01-13,50.69312777868784
SSR RSI Smoothed,2018-01-14,50.33087077407032
SSR RSI Smoothed,2018-01-15,49.906767038950534
SSR RSI Smoothed,2018-01-16,49.31616383779473
SSR RSI Smoothed,2018-01-17,48.69924296821076
SSR RSI Smoothed,2018-01-18,48.07800145579842
SSR RSI Smoothed,2018-01-19,47.45912761657221
SSR RSI Smoothed,2018-01-20,46.95385935056909
SSR RSI Smoothed,2018-01-21,46.398944551632034
SSR RSI Smoothed,2018-01-22,45.8292978794083
SSR RSI Smoothed,2018-01-23,45.260076951692085
SSR RSI Smoothed,2018-01-24,44.76088646626245
SSR RSI Smoothed,2018-01-25,44.27252803577004
SSR RSI Smoothed,2018-01-26,43.79395440292822
SSR RSI Smoothed,2018-01-27,43.37707179550978
SSR RSI Smoothed,2018-01-28,42.99904740573094
SSR RSI Smoothed,2018-01-29,42.59822120650692
SSR RSI Smoothed,2018-01-30,42.130270022425464
SSR RSI Smoothed,2018-01-31,41.718096450592085
SSR RSI Smoothed,2018-02-01,41.249128628542756
SSR RSI Smoothed,2018-02-02,40.77791872293177
SSR RSI Smoothed,2018-02-03,40.393278611101074
SSR RSI Smoothed,2018-02-04,39.955553611081484
SSR RSI Smoothed,2018-02-05,39.4412884768749
SSR RSI Smoothed,2018-02-06,39.12036608885283
SSR RSI Smoothed,2018-02-07,38.801469353759884
SSR RSI Smoothed,2018-02-08,38.61308067043387
SSR RSI Smoothed,2018-02-09,38.51872550870676
SSR RSI Smoothed,2018-02-10,38.41494575529805
SSR RSI Smoothed,2018-02-11,38.268627459182355
SSR RSI Smoothed,2018-02-12,38.29634119279209
SSR RSI Smoothed,2018-02-13,38.2777609248077
SSR RSI Smoothed,2018-02-14,38.44493650786221
SSR RSI Smoothed,2018-02-15,38.72147343958584
SSR RSI Smoothed,2018-02-16,39.007771267472364
SSR RSI Smoothed,2018-02-17,39.436645700872
SSR RSI Smoothed,2018-02-18,39.74652294519257
SSR RSI Smoothed,2018-02-19,40.16055898193156
SSR RSI Smoothed,2018-02-20,40.58250348433348
SSR RSI Smoothed,2018-02-21,40.852789005051804
SSR RSI Smoothed,2018-02-22,41.02154260549107
SSR RSI Smoothed,2018-02-23,41.243605238007774
SSR RSI Smoothed,2018-02-24,41.38165503285039
SSR RSI Smoothed,2018-02-25,41.505901337554135
SSR RSI Smoothed,2018-02-26,41.777809879303504
SSR RSI Smoothed,2018-02-27,42.11315546971281
SSR RSI Smoothed,2018-02-28,42.37262126359207
SSR RSI Smoothed,2018-03-01,42.75127828772032
SSR RSI Smoothed,2018-03-02,43.14410678216051
SSR RSI Smoothed,2018-03-03,43.60943998606224
SSR RSI Smoothed,2018-03-04,44.076632451160236
SSR RSI Smoothed,2018-03-05,44.54957056532848
SSR RSI Smoothed,2018-03-06,44.78546910249901
SSR RSI Smoothed,2018-03-07,44.847170344356634
SSR RSI Smoothed,2018-03-08,44.79900501308764
SSR RSI Smoothed,2018-03-09,44.74789203530836
SSR RSI Smoothed,2018-03-10,44.60719861045085
SSR RSI Smoothed,2018-03-11,44.676164865478555
SSR RSI Smoothed,2018-03-12,44.67380968263402
SSR RSI Smoothed,2018-03-13,44.686806030996934
SSR RSI Smoothed,2018-03-14,44.51480182879367
SSR RSI Smoothed,2018-03-15,44.3738882373692
SSR RSI Smoothed,2018-03-16,44.283618983298595
SSR RSI Smoothed,2018-03-17,44.10080827153497
SSR RSI Smoothed,2018-03-18,44.03645088028358
SSR RSI Smoothed,2018-03-19,44.094042735004614
SSR RSI Smoothed,2018-03-20,44.00512864031862
SSR RSI Smoothed,2018-03-21,43.9274263169439
SSR RSI Smoothed,2018-03-22,43.82538506179173
SSR RSI Smoothed,2018-03-23,43.75609191601805
SSR RSI Smoothed,2018-03-24,43.659545425783186
SSR RSI Smoothed,2018-03-25,43.53375452906481
SSR RSI Smoothed,2018-03-26,43.35476020305302
SSR RSI Smoothed,2018-03-27,43.1104362020284
SSR RSI Smoothed,2018-03-28,42.92765422743731
SSR RSI Smoothed,2018-03-29,42.576258948464854
SSR RSI Smoothed,2018-03-30,42.18773867786103
SSR RSI Smoothed,2018-03-31,41.86386671581989
SSR RSI Smoothed,2018-04-01,41.52997377585059
SSR RSI Smoothed,2018-04-02,41.324182952450954
SSR RSI Smoothed,2018-04-03,41.305410684843736
SSR RSI Smoothed,2018-04-04,41.12868056082726
SSR RSI Smoothed,2018-04-05,40.97452769147722
SSR RSI Smoothed,2018-04-06,40.78393656214439
SSR RSI Smoothed,2018-04-07,40.737069684396545
SSR RSI Smoothed,2018-04-08,40.75722321811073
SSR RSI Smoothed,2018-04-09,40.69975124484479
SSR RSI Smoothed,2018-04-10,40.69220714001621
SSR RSI Smoothed,2018-04-11,40.75736794375365
SSR RSI Smoothed,2018-04-12,41.19759879619001
SSR RSI Smoothed,2018-04-13,41.638073022174964
SSR RSI Smoothed,2018-04-14,42.103082782543936
SSR RSI Smoothed,2018-04-15,42.66917482916811
SSR RSI Smoothed,2018-04-16,43.096898921140955
SSR RSI Smoothed,2018-04-17,43.45429866755562
SSR RSI Smoothed,2018-04-18,43.906814098554165
SSR RSI Smoothed,2018-04-19,44.393037766781454
SSR RSI Smoothed,2018-04-20,45.03877395023753
SSR RSI Smoothed,2018-04-21,45.68062774388375
SSR RSI Smoothed,2018-04-22,46.28662374938951
SSR RSI Smoothed,2018-04-23,46.92213415506305
SSR RSI Smoothed,2018-04-24,47.71852028936707
SSR RSI Smoothed,2018-04-25,48.11295750887908
SSR RSI Smoothed,2018-04-26,48.60872967994728
SSR RSI Smoothed,2018-04-27,48.984444146661
SSR RSI Smoothed,2018-04-28,49.450163656117255
SSR RSI Smoothed,2018-04-29,49.9257356962648
SSR RSI Smoothed,2018-04-30,50.33029136875318
SSR RSI Smoothed,2018-05-01,50.67163947545071
SSR RSI Smoothed,2018-05-02,51.05850090337399
SSR RSI Smoothed,2018-05-03,51.591114888913225
SSR RSI Smoothed,2018-05-04,52.10864966692182
SSR RSI Smoothed,2018-05-05,52.64937646275111
SSR RSI Smoothed,2018-05-06,53.08678242620139
SSR RSI Smoothed,2018-05-07,53.394916526966654
SSR RSI Smoothed,2018-05-08,53.65442315013867
SSR RSI Smoothed,2018-05-09,53.95626454968254
SSR RSI Smoothed,2018-05-10,54.12903996671548
SSR RSI Smoothed,2018-05-11,54.00409681010027
SSR RSI Smoothed,2018-05-12,53.93564554803704
SSR RSI Smoothed,2018-05-13,53.98385433126102
SSR RSI Smoothed,2018-05-14,54.04448390116496
SSR RSI Smoothed,2018-05-15,54.03231065420935
SSR RSI Smoothed,2018-05-16,53.95481471796151
SSR RSI Smoothed,2018-05-17,53.76188209812696
SSR RSI Smoothed,2018-05-18,53.35666145437759
SSR RSI Smoothed,2018-05-19,52.99490810181675
SSR RSI Smoothed,2018-05-20,52.8261949186327
SSR RSI Smoothed,2018-05-21,52.62242006041725
SSR RSI Smoothed,2018-05-22,52.28975809000641
SSR RSI Smoothed,2018-05-23,51.817573384148915
SSR RSI Smoothed,2018-05-24,51.42879959380005
SSR RSI Smoothed,2018-05-25,51.0191226914571
SSR RSI Smoothed,2018-05-26,50.60149620714248
SSR RSI Smoothed,2018-05-27,50.24572375087648
SSR RSI Smoothed,2018-05-28,49.82787208638533
SSR RSI Smoothed,2018-05-29,49.67853426079057
SSR RSI Smoothed,2018-05-30,49.51710252678379
SSR RSI Smoothed,2018-05-31,49.44639255455566
SSR RSI Smoothed,2018-06-01,49.42931345539844
SSR RSI Smoothed,2018-06-02,49.51335778363757
SSR RSI Smoothed,2018-06-03,49.66513336847399
SSR RSI Smoothed,2018-06-04,49.7073314466839
SSR RSI Smoothed,2018-06-05,49.85494510666397
SSR RSI Smoothed,2018-06-06,50.052366665324804
SSR RSI Smoothed,2018-06-07,50.28509149215942
SSR RSI Smoothed,2018-06-08,50.520256791402176
SSR RSI Smoothed,2018-06-09,50.739912046875716
SSR RSI Smoothed,2018-06-10,50.435213975944954
SSR RSI Smoothed,2018-06-11,50.252469284598256
SSR RSI Smoothed,2018-06-12,49.93673241969843
SSR RSI Smoothed,2018-06-13,49.550590962413764
SSR RSI Smoothed,2018-06-14,49.440536056484106
SSR RSI Smoothed,2018-06-15,49.24726629101368
SSR RSI Smoothed,2018-06-16,49.159622515746086
SSR RSI Smoothed,2018-06-17,49.08214351570661
SSR RSI Smoothed,2018-06-18,49.18494382122118
SSR RSI Smoothed,2018-06-19,49.33789600341852
SSR RSI Smoothed,2018-06-20,49.53549507882353
SSR RSI Smoothed,2018-06-21,49.74724773003773
SSR RSI Smoothed,2018-06-22,49.56140600750469
SSR RSI Smoothed,2018-06-23,49.49082640085234
SSR RSI Smoothed,2018-06-24,49.457554259093754
SSR RSI Smoothed,2018-06-25,49.25518158707496
SSR RSI Smoothed,2018-06-26,49.029036732083405
SSR RSI Smoothed,2018-06-27,48.90532938122914
SSR RSI Smoothed,2018-06-28,48.685401732107685
SSR RSI Smoothed,2018-06-29,48.76819110375558
SSR RSI Smoothed,2018-06-30,48.989551569806125
SSR RSI Smoothed,2018-07-01,49.249597075661555
SSR RSI Smoothed,2018-07-02,49.65387673667279
SSR RSI Smoothed,2018-07-03,50.04237501104714
SSR RSI Smoothed,2018-07-04,50.50286975219323
SSR RSI Smoothed,2018-07-05,50.97689355057237
SSR RSI Smoothed,2018-07-06,51.51193770070772
SSR RSI Smoothed,2018-07-07,52.12287923611008
SSR RSI Smoothed,2018-07-08,52.73553758733995
SSR RSI Smoothed,2018-07-09,53.34932249572471
SSR RSI Smoothed,2018-07-10,53.66272720878973
SSR RSI Smoothed,2018-07-11,54.038826601546745
SSR RSI Smoothed,2018-07-12,54.26587500336525
SSR RSI Smoothed,2018-07-13,54.55188043437127
SSR RSI Smoothed,2018-07-14,54.89666986768525
SSR RSI Smoothed,2018-07-15,55.31656747733911
SSR RSI Smoothed,2018-07-16,55.89650946566064
SSR RSI Smoothed,2018-07-17,56.63685172013555
SSR RSI Smoothed,2018-07-18,57.381305560054514
SSR RSI Smoothed,2018-07-19,58.137080295779
SSR RSI Smoothed,2018-07-20,58.80574971589052
SSR RSI Smoothed,2018-07-21,59.491891541407796
SSR RSI Smoothed,2018-07-22,60.1741398239466
SSR RSI Smoothed,2018-07-23,60.91652031172514
SSR RSI Smoothed,2018-07-24,61.742570217232824
SSR RSI Smoothed,2018-07-25,62.463897442690964
SSR RSI Smoothed,2018-07-26,62.99843588399758
SSR RSI Smoothed,2018-07-27,63.58392005920242
SSR RSI Smoothed,2018-07-28,64.16934458700727
SSR RSI Smoothed,2018-07-29,64.75889159130156
SSR RSI Smoothed,2018-07-30,65.33411106556069
SSR RSI Smoothed,2018-07-31,65.55930871988959
SSR RSI Smoothed,2018-08-01,65.74106006639327
SSR RSI Smoothed,2018-08-02,65.92122910231416
SSR RSI Smoothed,2018-08-03,66.03630630827242
SSR RSI Smoothed,2018-08-04,65.83985749379514
SSR RSI Smoothed,2018-08-05,65.6852012215233
SSR RSI Smoothed,2018-08-06,65.48386959484361
